iter	Logloss
212	0.3513004003
213	0.3509136157
214	0.3505346748
215	0.35018518
216	0.34973556
217	0.3495214655
218	0.3494599589
219	0.3489445676
220	0.3487715989
221	0.3481382949
222	0.3477022835
223	0.3473897784
224	0.3471023474
225	0.3468603498
226	0.3465447372
227	0.3462965247
228	0.345732571
229	0.3453995137
230	0.3451929842
231	0.3449180689
232	0.3445571085
233	0.3442450963
234	0.3437192038
235	0.3432606472
236	0.3429190389
237	0.3426713622
238	0.3422135771
239	0.341875312
240	0.3414786264
241	0.3411208806
242	0.3409312388
243	0.340650387
244	0.3404615595
245	0.3402831474
246	0.3400250124
247	0.3396782393
248	0.3393034774
249	0.3390330625
250	0.3388022948
251	0.338457729
252	0.3382073092
253	0.3380143669
254	0.3377974864
255	0.3377864495
256	0.3371873491
257	0.3368023219
258	0.3366448906
259	0.3364385112
260	0.3363004106
261	0.3361550878
262	0.3358973385
263	0.3356176441
264	0.3353712532
265	0.335311011
266	0.3349359491
267	0.3346503611
268	0.3344287015
269	0.3341781102
270	0.3340258009
271	0.3337531358
272	0.3336062056
273	0.3334486029
274	0.3332717124
275	0.3330365727
276	0.3329497348
277	0.3326545244
278	0.3323431551
279	0.3320993573
280	0.331857917
281	0.331648623
282	0.3313910238
283	0.3313535626
284	0.3308996994
285	0.3305921019
286	0.3303575409
287	0.3302060459
288	0.3299637055
289	0.3297480894
290	0.3295454604
291	0.3293766708
292	0.3290885325
293	0.3288215466
294	0.3285730341
295	0.3284422628
296	0.3281457022
297	0.3278930321
298	0.327354174
299	0.3272281818
300	0.3270080866
301	0.3265658175
302	0.3263768828
303	0.3261464365
304	0.3259949416
305	0.3257669385
306	0.3256332312
307	0.3255737819
308	0.3253341203
309	0.3249150608
310	0.3247282264
311	0.3245485284
312	0.3243409489
313	0.3242991801
314	0.3242365376
315	0.324013935
316	0.3239063734
317	0.3236803848
318	0.3234074625
319	0.3231421267
320	0.3228617893
321	0.3227529847
322	0.3225152519
323	0.3223649571
324	0.3220426581
325	0.3218670749
326	0.3216976637
327	0.3213894448
328	0.3212023103
329	0.3210081893
330	0.3208771609
331	0.3201627196
332	0.3200041524
333	0.3198719668
334	0.3195521323
335	0.3193827854
336	0.3191359659
337	0.3190307189
338	0.3188913324
339	0.3186491634
340	0.3185710264
341	0.3183588392
342	0.3181202063
343	0.3180475985
344	0.317925121
345	0.3178807376
346	0.3176693006
347	0.3173815266
348	0.3170881593
349	0.3169979138
350	0.3167513729
351	0.3166797938
352	0.3164919521
353	0.3162086144
354	0.3160903802
355	0.315974932
356	0.3158663632
357	0.315681479
358	0.3156001702
359	0.3155056814
360	0.3153777176
361	0.315260405
362	0.3151212114
363	0.3149838608
364	0.3146690412
365	0.3145453207
366	0.3143322977
367	0.3141786811
368	0.3139406269
369	0.3137127737
370	0.3135278252
371	0.3134017473
372	0.3131231672
373	0.3129920531
374	0.3129410476
375	0.312762614
376	0.3126793551
377	0.3125032575
378	0.3122325426
379	0.3118695891
380	0.3116208837
381	0.3113062355
382	0.3111450967
383	0.3109371528
384	0.3108555654
385	0.3107372241
386	0.31050082
387	0.3102903902
388	0.3101600047
389	0.3100367128
390	0.3098629084
391	0.3097008266
392	0.3095403521
393	0.3092637223
394	0.3091364871
395	0.3089963506
396	0.3088828955
397	0.3088516493
398	0.3085929571
399	0.3083759908
400	0.3080951391
401	0.3080307821
402	0.3078871738
403	0.3077570883
404	0.3075462513
405	0.307317498
406	0.3072284527
407	0.3070186658
408	0.3068710284
409	0.3067851549
410	0.3066734785
411	0.3065717247
412	0.306478779
413	0.3063447717
414	0.3061080675
415	0.3059960697
416	0.3057432496
417	0.3055827537
418	0.3054124639
419	0.3052088491
420	0.3051630942
421	0.3049931258
422	0.3048435168
423	0.3046631759
424	0.3044997012
425	0.3043521495
426	0.3042607682
427	0.3040252
428	0.3038068836
429	0.303484263
430	0.3031515486
431	0.3029666643
432	0.3026574381
433	0.3025413685
434	0.3023352034
435	0.3021786293
436	0.3020475366
437	0.3018615594
438	0.3014573087
439	0.3013918587
440	0.3013143861
441	0.3011262444
442	0.30096697
443	0.3007938514
444	0.300570263
445	0.3001347017
446	0.3000901897
447	0.2999336157
448	0.2998185319
449	0.2996746449
450	0.2995314866
451	0.2994642365
452	0.2993477811
453	0.2992472274
454	0.299090739
455	0.2989621109
456	0.2987613464
457	0.2983310999
458	0.2981979713
459	0.2980736079
460	0.2978007284
461	0.2976794296
462	0.297398085
463	0.2972801509
464	0.297150644
465	0.2969993848
466	0.2967926197
467	0.2967200119
468	0.2966148076
469	0.2965276054
470	0.2963896548
471	0.2961992414
472	0.2960840932
473	0.295900302
474	0.2957738812
475	0.2956899364
476	0.2954984086
477	0.2952846356
478	0.2950916505
479	0.2948693693
480	0.2947897322
481	0.2945459773
482	0.2944519386
483	0.29421382
484	0.2940812272
485	0.2939837166
486	0.2939117089
487	0.293752606
488	0.2935255029
489	0.2933887525
490	0.2932880273
491	0.2930494158
492	0.2928037751
493	0.2926870625
494	0.2924283917
495	0.2921990812
496	0.291953419
497	0.2919124432
498	0.2917126002
499	0.2915202794
500	0.2913776141
501	0.291237949
502	0.291135938
503	0.2909435958
504	0.2908223827
505	0.2906598723
506	0.2905029125
507	0.2903997443
508	0.2903612973
509	0.2903107418
510	0.2901610042
511	0.2900269755
512	0.2899075412
513	0.289622339
514	0.2895124843
515	0.289372562
516	0.289148995
517	0.2891005398
518	0.2889553027
519	0.2887898992
520	0.2886236598
521	0.2884406186
522	0.2882774439
523	0.2881065969
524	0.2879427149
525	0.2876018138
526	0.2875302347
527	0.2874369675
528	0.2873646597
529	0.2872171509
530	0.287109375
531	0.2869663024
532	0.2869192402
533	0.2867520364
534	0.2865466643
535	0.2864653341
536	0.2862828715
537	0.2861913617
538	0.2861229972
539	0.2860772636
540	0.2859533931
541	0.2858692984
542	0.2857683589
543	0.2856406737
544	0.2855117455
545	0.28542075
546	0.285338584
547	0.2850583109
548	0.2848250357
549	0.2847641934
550	0.2846305076
551	0.2844606892
552	0.2843003862
553	0.2841464268
554	0.2841094799
555	0.2838715114
556	0.2837616138
557	0.2836064542
558	0.2834684393
559	0.2833487264
560	0.2833022643
561	0.283124988
562	0.2831063003
563	0.2830309921
564	0.2829242235
565	0.2826993707
566	0.2825577339
567	0.2824231051
568	0.2824049317
569	0.2822265196
570	0.2820626162
571	0.2819093426
572	0.2818636948
573	0.2817925871
574	0.2816995985
575	0.2815577475
576	0.2814457068
577	0.2813868362
578	0.2811476032
579	0.2810077024
580	0.2808522857
581	0.2806456919
582	0.2805892001
583	0.2805385804
584	0.2804300973
585	0.2802455559
586	0.2800700584
587	0.2799557889
588	0.2798374905
589	0.2795822701
590	0.2794623214
591	0.2793146841
592	0.2790407759
593	0.2789003608
594	0.2787434653
595	0.2786321961
596	0.2785405363
597	0.278473479
598	0.2782317815
599	0.2781201695
600	0.2779829261
601	0.2778600843
602	0.2777575161
603	0.2775558515
604	0.2774069068
605	0.2773306772
606	0.2772519615
607	0.2771193258
608	0.2770056564
609	0.2768287659
610	0.2766425744
611	0.2764969944
612	0.2762977943
613	0.2762129923
614	0.2760021981
615	0.275844874
616	0.27572859
617	0.2755817242
618	0.2754782773
619	0.2751994187
620	0.275047838
621	0.2747843667
622	0.2746557814
623	0.2745189452
624	0.274312823
625	0.2742134694
626	0.2740366218
627	0.273950041
628	0.2738207699
629	0.2737134226
630	0.2735496264
631	0.2734079682
632	0.2733264023
633	0.2731578484
634	0.2730027745
635	0.272820762
636	0.272734267
637	0.272543575
638	0.2723921229
639	0.2721552688
640	0.2720459927
641	0.2719787426
642	0.2719060491
643	0.2717829501
644	0.2715769778
645	0.2715341804
646	0.2714177464
647	0.2712874252
648	0.2712599079
649	0.2710293545
650	0.2708114453
651	0.2707632258
652	0.2706837815
653	0.27049774
654	0.270278502
655	0.2701432089
656	0.2700757016
657	0.2699809557
658	0.2699419515
659	0.2697478305
660	0.2695698042
661	0.2694495983
662	0.2692026288
663	0.2690954316
664	0.2690674214
665	0.268901825
666	0.2687288349
667	0.2685807046
668	0.2684904806
669	0.268237639
670	0.268083701
671	0.2679471648
672	0.2677831328
673	0.2677315058
674	0.2675218046
675	0.2672851648
676	0.2670115353
677	0.2667926831
678	0.2667849251
679	0.2666064916
680	0.2665459922
681	0.2663035018
682	0.2662887145
683	0.2661929184
684	0.2660105202
685	0.2657739018
686	0.2656684618
687	0.2653699725
688	0.2652861134
689	0.2652136128
690	0.2650320289
691	0.2648170986
692	0.2645118799
693	0.2643777011
694	0.2642413364
695	0.2641016071
696	0.2640500229
697	0.2639318102
698	0.2638238628
699	0.2637104935
700	0.2635162439
701	0.2635043284
702	0.2633059427
703	0.2632099109
704	0.2631418678
705	0.2630137111
706	0.2628759963
707	0.2627176006
708	0.2626152682
709	0.2624854184
710	0.2623268299
711	0.2621303515
712	0.2620029021
713	0.2618510643
714	0.2617405666
715	0.2616644441
716	0.2613742914
717	0.2611448309
718	0.2610389409
719	0.2607626754
720	0.2606709941
721	0.2605845848
722	0.2604713869
723	0.2603659469
724	0.2602563922
725	0.2600517702
726	0.259950102
727	0.259865
728	0.2596912813
729	0.2594385897
730	0.2590863946
731	0.2589796688
732	0.2586339243
733	0.2584991884
734	0.258279479
735	0.258200849
736	0.2580672703
737	0.2579107177
738	0.2578728279
739	0.257821501
740	0.2577887974
741	0.2576236511
742	0.2575110532
743	0.2574555901
744	0.2574294015
745	0.2573093457
746	0.2571008875
747	0.2569306191
748	0.2567843748
749	0.256571309
750	0.2564653118
751	0.2563876248
752	0.256136412
753	0.2561066017
754	0.2560326651
755	0.2558701119
756	0.2557706726
757	0.2556474021
758	0.2555959251
759	0.2553194453
760	0.2551259673
761	0.2550326358
762	0.2548682824
763	0.2546739471
764	0.2543783295
765	0.2541985673
766	0.254151205
767	0.2541205588
768	0.2540091182
769	0.2539855871
770	0.2538578162
771	0.2536497866
772	0.253466874
773	0.2533236729
774	0.2532100892
775	0.2530201258
776	0.2529031346
777	0.2527048561
778	0.2525724347
779	0.2524486928
780	0.2523517394
781	0.2522224255
782	0.2520583935
783	0.2518574361
784	0.2516427201
785	0.2514474633
786	0.2513921502
787	0.2512961613
788	0.2510143451
789	0.2509778055
790	0.2508403907
791	0.2507718976
792	0.2506316539
793	0.2505328575
794	0.2505046544
795	0.2504203239
796	0.2503176486
797	0.2502865738
798	0.2501384221
799	0.2500141015
800	0.2499282923
801	0.2498930385
802	0.2495905844
803	0.2493825762
804	0.2491689532
805	0.2489962631
806	0.2487734462
807	0.2485363992
808	0.2483869403
809	0.248334606
810	0.2481504719
811	0.2480816359
812	0.247940685
813	0.2478409242
814	0.2476849288
815	0.2476035772
816	0.2475152605
817	0.2472416096
818	0.2469945115
819	0.2469133098
820	0.2468735984
821	0.2465676297
822	0.2463558926
823	0.2461809523
824	0.2459800592
825	0.2459149307
826	0.2456615105
827	0.2454710971
828	0.2453041077
829	0.2451773869
830	0.2449966173
831	0.2448834837
832	0.2447240808
833	0.244559213
834	0.2444859623
835	0.2443342745
836	0.2440903481
837	0.2439276449
838	0.2438646809
839	0.2437495971
840	0.2435189579
841	0.2433239583
842	0.243221583
843	0.2431380883
844	0.2430112817
845	0.2427338589
846	0.2425898005
847	0.2425198073
848	0.2423129135
849	0.2421636903
850	0.2420902895
851	0.2419500029
852	0.2417261788
853	0.2416351833
854	0.2415628969
855	0.2414821239
856	0.2411878779
857	0.2410453625
858	0.2409259067
859	0.2407496377
860	0.2406736867
861	0.2406233455
862	0.2404837448
863	0.24033345
864	0.2402860663
865	0.2402199306
866	0.2400862019
867	0.2399231557
868	0.2397813476
869	0.239668514
870	0.2395259986
871	0.2394139151
872	0.2393439432
873	0.2392281736
874	0.2391095108
875	0.2390840938
876	0.2389991417
877	0.2386822218
878	0.2385011309
879	0.238290401
880	0.2381431065
881	0.2380579402
882	0.2378508107
883	0.2377995909
884	0.2376329015
885	0.2375155674
886	0.2373485351
887	0.2372972296
888	0.2372499316
889	0.23715555
890	0.2370869497
891	0.2369570571
892	0.2367839813
893	0.2365999115
894	0.2365186027
895	0.2363317683
896	0.2362555386
897	0.2361776802
898	0.2361061868
899	0.2360003611
900	0.2359250529
901	0.2358615747
902	0.2358454158
903	0.2358272424
904	0.2356781477
905	0.2354622744
906	0.2351641709
907	0.2350573593
908	0.2350215912
909	0.2348260344
910	0.234691727
911	0.234490341
912	0.2343279592
913	0.2342491364
914	0.2340425641
915	0.2339678561
916	0.2337397672
917	0.2336956196
918	0.2335681272
919	0.2335122569
920	0.2333536898
921	0.2332980124
922	0.2331726417
923	0.2331591403
924	0.2331077704
925	0.2330476139
926	0.2330124244
927	0.2329441028
928	0.2327589828
929	0.2325475671
930	0.2324141813
931	0.2322327475
932	0.2320921609
933	0.231877702
934	0.2318374762
935	0.2316962253
936	0.2315323862
937	0.2314504988
938	0.231228732
939	0.2310508771
940	0.230967961
941	0.2307634889
942	0.2305317139
943	0.2304507052
944	0.2304335605
945	0.2303755042
946	0.2301470081
947	0.2301331852
948	0.2300556483
949	0.2299739538
950	0.2298816509
951	0.2297386427
952	0.229491716
953	0.2294029279
954	0.2293487506
955	0.2293148898
956	0.2292769786
957	0.229130327
958	0.2290118785
959	0.228894523
960	0.2286717276
961	0.2285743456
962	0.2284679841
963	0.2284385167
964	0.2282905364
965	0.2281309621
966	0.227980453
967	0.2278524463
968	0.2276595684
969	0.2275951686
970	0.2275809813
971	0.2272875925
972	0.2272469167
973	0.2270484239
974	0.2269498632
975	0.2266049331
976	0.2264509737
977	0.2262802553
978	0.2261048863
979	0.2258390362
980	0.2257583918
981	0.2255628779
982	0.2252839121
983	0.2252222554
984	0.2251840656
985	0.225113558
986	0.2250404787
987	0.2248749894
988	0.2248415786
989	0.2246006741
990	0.2245707994
991	0.2245393389
992	0.2244121251
993	0.2242434212
994	0.2241675559
995	0.2240821324
996	0.2239193006
997	0.2238153608
998	0.2236269404
999	0.2234665946
